time,survival,confidence_lower,confidence_upper
242.0853263161104,1.0,1.0,1.0
242.12792264147697,1.0,1.0,1.0
242.20767090288388,1.0,1.0,1.0
243.53693961145063,1.0,1.0,1.0
243.68326077045583,1.0,1.0,1.0
243.8557879979567,1.0,1.0,1.0
243.90599345767356,1.0,1.0,1.0
244.1797106130284,1.0,1.0,1.0
244.8085604967031,1.0,1.0,1.0
245.682534516788,1.0,1.0,1.0
246.33547882125333,1.0,1.0,1.0
246.6709668631675,1.0,1.0,1.0
246.72150996456847,1.0,1.0,1.0
247.01418910504404,1.0,1.0,1.0
247.16588239844089,1.0,1.0,1.0
247.6249138211586,1.0,1.0,1.0
248.82694833594957,1.0,1.0,1.0
248.9505067660886,1.0,1.0,1.0
249.4987260132952,1.0,1.0,1.0
250.04960887408237,1.0,1.0,1.0
250.5913460103432,1.0,1.0,1.0
252.62809758260337,1.0,1.0,1.0
253.38055989256216,1.0,1.0,1.0
253.6115608797975,1.0,1.0,1.0
254.1306077752215,1.0,1.0,1.0
254.31316877034604,1.0,1.0,1.0
254.69583057032207,1.0,1.0,1.0
255.0682078465642,1.0,1.0,1.0
255.97788648104256,1.0,1.0,1.0
255.98182865666715,1.0,1.0,1.0
256.1168306246374,1.0,1.0,1.0
256.17735612160357,1.0,1.0,1.0
256.2824048747045,1.0,1.0,1.0
256.4070759415367,1.0,1.0,1.0
256.7011371410307,1.0,1.0,1.0
257.24000162554097,1.0,1.0,1.0
257.74827762467544,1.0,1.0,1.0
258.3335642588448,1.0,1.0,1.0
258.7031968930516,1.0,1.0,1.0
258.7170384360141,1.0,1.0,1.0
258.89452777872725,1.0,1.0,1.0
258.91288202373545,1.0,1.0,1.0
259.85381788542907,1.0,1.0,1.0
260.7517346621955,1.0,1.0,1.0
260.8063769316722,1.0,1.0,1.0
260.87868770957175,1.0,1.0,1.0
261.12301022598956,1.0,1.0,1.0
262.03641894570944,1.0,1.0,1.0
262.29102475199494,1.0,1.0,1.0
262.47826676248474,1.0,1.0,1.0
262.8218071447439,1.0,1.0,1.0
263.4925449193562,1.0,1.0,1.0
263.67529174795277,1.0,1.0,1.0
263.7316977970784,1.0,1.0,1.0
264.2242722118625,1.0,1.0,1.0
265.53423063177206,1.0,1.0,1.0
265.7248509268684,1.0,1.0,1.0
265.9237153255602,1.0,1.0,1.0
266.0475115841527,1.0,1.0,1.0
267.1000991906871,1.0,1.0,1.0
267.15520048662205,1.0,1.0,1.0
268.1674944604345,1.0,1.0,1.0
269.4536312889359,1.0,1.0,1.0
269.5093787068126,1.0,1.0,1.0
270.37356699523247,1.0,1.0,1.0
271.68875829296275,1.0,1.0,1.0
271.74308724677445,1.0,1.0,1.0
272.1399689110503,1.0,1.0,1.0
273.0021949819891,1.0,1.0,1.0
273.87807249004777,1.0,1.0,1.0
274.06214347328506,1.0,1.0,1.0
274.20315569771094,1.0,1.0,1.0
274.33692077694957,1.0,1.0,1.0
274.5182662559967,1.0,1.0,1.0
274.9030696657889,1.0,1.0,1.0
275.5013507673519,1.0,1.0,1.0
275.8752681004412,1.0,1.0,1.0
275.97385100422395,1.0,1.0,1.0
277.194947775519,1.0,1.0,1.0
277.3269354529563,1.0,1.0,1.0
277.52867631490835,1.0,1.0,1.0
277.7122311713174,1.0,1.0,1.0
278.00271680765053,1.0,1.0,1.0
278.38966306474094,1.0,1.0,1.0
278.9688871104554,1.0,1.0,1.0
278.97929295092706,1.0,1.0,1.0
279.71676652973065,1.0,1.0,1.0
280.92198551002576,1.0,1.0,1.0
281.1740555681747,1.0,1.0,1.0
281.4941889257038,1.0,1.0,1.0
281.6894195959599,1.0,1.0,1.0
281.89630288586176,1.0,1.0,1.0
282.07978359809374,1.0,1.0,1.0
282.62081703602536,1.0,1.0,1.0
282.77169432537556,1.0,1.0,1.0
282.7903909555156,1.0,1.0,1.0
282.93032829092203,1.0,1.0,1.0
283.8825569000044,1.0,1.0,1.0
284.65953467907013,1.0,1.0,1.0
285.0500216366709,1.0,1.0,1.0
285.17042889278986,1.0,1.0,1.0
285.36718756941497,1.0,1.0,1.0
285.46821531743046,1.0,1.0,1.0
285.4977173915389,1.0,1.0,1.0
285.6805897920486,1.0,1.0,1.0
285.80365911761993,1.0,1.0,1.0
285.9428971983882,1.0,1.0,1.0
286.13857104589636,1.0,1.0,1.0
286.3796727599079,1.0,1.0,1.0
286.5737580976888,1.0,1.0,1.0
286.9316292541033,1.0,1.0,1.0
287.1307664169506,1.0,1.0,1.0
287.1929134366,1.0,1.0,1.0
287.267916255917,1.0,1.0,1.0
287.29737097119016,1.0,1.0,1.0
287.315237995446,1.0,1.0,1.0
287.4164393300487,1.0,1.0,1.0
287.56471906744173,1.0,1.0,1.0
287.8494792720367,1.0,1.0,1.0
287.87341059438137,1.0,1.0,1.0
287.921132120033,1.0,1.0,1.0
288.0708835944877,1.0,1.0,1.0
288.33967149049283,1.0,1.0,1.0
288.9419002160871,1.0,1.0,1.0
289.1488549298278,1.0,1.0,1.0
289.24179372822385,1.0,1.0,1.0
289.57235994085653,1.0,1.0,1.0
290.1301770899905,1.0,1.0,1.0
290.6316166742861,1.0,1.0,1.0
290.7743857389593,1.0,1.0,1.0
290.8493294256905,1.0,1.0,1.0
292.40775732102674,1.0,1.0,1.0
292.7281508570741,1.0,1.0,1.0
293.1340220367227,1.0,1.0,1.0
293.41423845398646,1.0,1.0,1.0
293.5110436497494,1.0,1.0,1.0
293.9032457665062,1.0,1.0,1.0
294.450483344518,1.0,1.0,1.0
294.68927622886457,1.0,1.0,1.0
295.2141066309567,1.0,1.0,1.0
295.22518728614506,1.0,1.0,1.0
295.4018976188766,1.0,1.0,1.0
295.69206848386443,1.0,1.0,1.0
295.7863337828758,1.0,1.0,1.0
296.23022334955573,1.0,1.0,1.0
297.03183790043937,1.0,1.0,1.0
298.2738300618304,1.0,1.0,1.0
299.3170438870237,1.0,1.0,1.0
299.3390377546365,1.0,1.0,1.0
299.690988798464,1.0,1.0,1.0
299.71938425834594,1.0,1.0,1.0
300.0531907374237,1.0,1.0,1.0
300.38886229442954,1.0,1.0,1.0
300.6398102756146,1.0,1.0,1.0
300.6432078883154,1.0,1.0,1.0
300.76678263684323,1.0,1.0,1.0
300.9326339921153,1.0,1.0,1.0
301.0787277315343,1.0,1.0,1.0
301.68795963712967,1.0,1.0,1.0
302.20678431798046,1.0,1.0,1.0
302.8300553422395,1.0,1.0,1.0
302.8731636510883,1.0,1.0,1.0
302.89944005181405,1.0,1.0,1.0
302.9139534751541,1.0,1.0,1.0
303.08694993345614,1.0,1.0,1.0
303.98795289954074,1.0,1.0,1.0
304.12538492112594,1.0,1.0,1.0
304.154505837869,1.0,1.0,1.0
304.3298359557013,1.0,1.0,1.0
305.03190213688794,1.0,1.0,1.0
305.1150483647436,1.0,1.0,1.0
305.4647632027132,1.0,1.0,1.0
305.5526879249015,1.0,1.0,1.0
306.03173932373664,1.0,1.0,1.0
306.17459056459427,1.0,1.0,1.0
307.0440573331273,1.0,1.0,1.0
307.2472896501461,1.0,1.0,1.0
307.6894309268679,1.0,1.0,1.0
308.0056537854249,1.0,1.0,1.0
308.1683352468026,1.0,1.0,1.0
308.3670779970812,1.0,1.0,1.0
308.51046833969025,1.0,1.0,1.0
309.02524182424514,1.0,1.0,1.0
309.0715967388784,1.0,1.0,1.0
309.6134308873881,1.0,1.0,1.0
309.7726947388332,1.0,1.0,1.0
309.8605241563185,1.0,1.0,1.0
309.9518861207547,1.0,1.0,1.0
310.8759940935336,1.0,1.0,1.0
311.0227260834416,1.0,1.0,1.0
311.0406606831036,1.0,1.0,1.0
311.26366536870006,1.0,1.0,1.0
311.6993153356819,1.0,1.0,1.0
311.7806982075332,1.0,1.0,1.0
312.02312743495344,1.0,1.0,1.0
312.43788514232904,1.0,1.0,1.0
313.0366268275007,1.0,1.0,1.0
313.44416883734306,1.0,1.0,1.0
313.66749602347585,1.0,1.0,1.0
314.2064883754252,1.0,1.0,1.0
314.7240977800331,1.0,1.0,1.0
314.7770207047007,1.0,1.0,1.0
314.9587756381369,1.0,1.0,1.0
315.00406305368193,1.0,1.0,1.0
315.0751119243287,1.0,1.0,1.0
315.432966654204,1.0,1.0,1.0
316.1746950425183,1.0,1.0,1.0
316.5531327192456,1.0,1.0,1.0
316.85173150415227,1.0,1.0,1.0
317.2812342367999,1.0,1.0,1.0
317.46482164693987,1.0,1.0,1.0
317.67269099505825,1.0,1.0,1.0
317.9508275225165,1.0,1.0,1.0
317.96112909204044,1.0,1.0,1.0
318.52378055337545,1.0,1.0,1.0
318.81675084907073,1.0,1.0,1.0
318.8631903796749,1.0,1.0,1.0
319.3440217186509,1.0,1.0,1.0
319.4036175697689,1.0,1.0,1.0
319.49618590166,1.0,1.0,1.0
319.8969844335562,1.0,1.0,1.0
320.41377750810943,1.0,1.0,1.0
320.4491321720715,1.0,1.0,1.0
320.69363849790807,1.0,1.0,1.0
321.0332700062824,1.0,1.0,1.0
321.1979026325357,1.0,1.0,1.0
321.7065406800913,1.0,1.0,1.0
321.811777219551,1.0,1.0,1.0
322.2282054388516,1.0,1.0,1.0
322.3217725074447,1.0,1.0,1.0
322.6154523756149,1.0,1.0,1.0
322.76531639896695,1.0,1.0,1.0
322.7785245496941,1.0,1.0,1.0
323.3444015430809,1.0,1.0,1.0
323.45454305670876,1.0,1.0,1.0
323.5212665590527,1.0,1.0,1.0
323.72225547829316,1.0,1.0,1.0
323.7234534785552,1.0,1.0,1.0
323.9289576165882,1.0,1.0,1.0
324.03442865572214,1.0,1.0,1.0
324.46315919752396,1.0,1.0,1.0
324.50944048370775,1.0,1.0,1.0
324.8186444593055,1.0,1.0,1.0
324.95357706907737,1.0,1.0,1.0
325.5560186145365,1.0,1.0,1.0
325.9386561274141,1.0,1.0,1.0
326.0481460317455,1.0,1.0,1.0
326.2344710873733,1.0,1.0,1.0
326.57066439490734,1.0,1.0,1.0
327.42617902808536,1.0,1.0,1.0
327.6964422440289,1.0,1.0,1.0
327.95621799339966,1.0,1.0,1.0
328.1931741397614,1.0,1.0,1.0
328.3663476556967,1.0,1.0,1.0
328.63917574213053,1.0,1.0,1.0
328.6599465170284,1.0,1.0,1.0
328.73201503134544,1.0,1.0,1.0
328.84266257101467,1.0,1.0,1.0
328.9731424784987,1.0,1.0,1.0
329.0655896146211,1.0,1.0,1.0
329.1901802347877,1.0,1.0,1.0
329.27330859043724,1.0,1.0,1.0
329.4683040843146,1.0,1.0,1.0
329.7084229863552,1.0,1.0,1.0
329.77391774799105,1.0,1.0,1.0
329.84973785588596,1.0,1.0,1.0
330.4446194781746,1.0,1.0,1.0
330.63136777955543,1.0,1.0,1.0
330.79189816050774,1.0,1.0,1.0
331.4078814242176,1.0,1.0,1.0
331.5491640633325,1.0,1.0,1.0
331.67727920478904,1.0,1.0,1.0
331.6905326254256,1.0,1.0,1.0
332.13949534337513,1.0,1.0,1.0
332.23941949339843,1.0,1.0,1.0
332.2412668305737,1.0,1.0,1.0
332.31728245700907,1.0,1.0,1.0
332.4477355196573,1.0,1.0,1.0
332.68107479007875,1.0,1.0,1.0
332.69292524814665,1.0,1.0,1.0
332.71035116990606,1.0,1.0,1.0
333.1386626170386,1.0,1.0,1.0
333.8976579249466,1.0,1.0,1.0
333.97887208815223,1.0,1.0,1.0
334.0974206622111,1.0,1.0,1.0
334.4703975490878,1.0,1.0,1.0
334.8312902043487,1.0,1.0,1.0
335.07653095235077,1.0,1.0,1.0
335.19869058270666,1.0,1.0,1.0
335.21512050255245,1.0,1.0,1.0
335.3673614675734,1.0,1.0,1.0
336.34649937633594,1.0,1.0,1.0
336.5406170591095,1.0,1.0,1.0
336.7309184936541,1.0,1.0,1.0
337.31729666068054,1.0,1.0,1.0
337.41030498651406,1.0,1.0,1.0
337.42368621031375,1.0,1.0,1.0
338.3069422424272,1.0,1.0,1.0
338.32391962800455,1.0,1.0,1.0
338.60628289232994,1.0,1.0,1.0
338.772719788264,1.0,1.0,1.0
338.9215993441487,1.0,1.0,1.0
339.14109222990027,1.0,1.0,1.0
339.26374692729564,1.0,1.0,1.0
339.84035991589394,1.0,1.0,1.0
340.0127871354897,1.0,1.0,1.0
340.0506963566786,1.0,1.0,1.0
340.0883496163901,1.0,1.0,1.0
340.29841989469884,1.0,1.0,1.0
340.3308226002069,1.0,1.0,1.0
340.41018090430146,1.0,1.0,1.0
340.9576084736724,1.0,1.0,1.0
341.3431581132473,1.0,1.0,1.0
341.427571133501,1.0,1.0,1.0
341.5473077651482,1.0,1.0,1.0
341.59828513057477,1.0,1.0,1.0
341.67456113964033,1.0,1.0,1.0
342.4447041613545,1.0,1.0,1.0
342.5185776718486,1.0,1.0,1.0
342.8568069803208,1.0,1.0,1.0
342.9209937363686,1.0,1.0,1.0
343.4053050439963,1.0,1.0,1.0
343.4121420321786,1.0,1.0,1.0
343.4710747791939,1.0,1.0,1.0
344.54216315543255,1.0,1.0,1.0
344.5533444473628,1.0,1.0,1.0
344.8392530428479,1.0,1.0,1.0
345.0848581829997,1.0,1.0,1.0
345.1820252400058,1.0,1.0,1.0
345.30721755029185,1.0,1.0,1.0
345.34167995941897,1.0,1.0,1.0
345.3733887803515,1.0,1.0,1.0
346.86140383521104,1.0,1.0,1.0
347.5266961449738,1.0,1.0,1.0
347.78970091982274,1.0,1.0,1.0
347.8656662559598,1.0,1.0,1.0
348.9091782830634,1.0,1.0,1.0
350.60591782815277,1.0,1.0,1.0
350.69419829126224,1.0,1.0,1.0
351.3131233325622,1.0,1.0,1.0
351.3900997271432,1.0,1.0,1.0
351.6636470497107,1.0,1.0,1.0
352.9819942237951,1.0,1.0,1.0
352.9972654582199,1.0,1.0,1.0
353.1838442953799,1.0,1.0,1.0
353.5204905218024,1.0,1.0,1.0
353.9437717390331,1.0,1.0,1.0
354.3549807733612,1.0,1.0,1.0
354.69258907230784,1.0,1.0,1.0
354.9503403198099,1.0,1.0,1.0
355.1542174652829,1.0,1.0,1.0
355.5170447586934,1.0,1.0,1.0
355.5682638011809,1.0,1.0,1.0
355.71529972055197,1.0,1.0,1.0
355.78871218481345,1.0,1.0,1.0
356.03304800266994,1.0,1.0,1.0
356.157899321624,1.0,1.0,1.0
356.1764001468225,1.0,1.0,1.0
356.6840020521819,1.0,1.0,1.0
356.7199669194661,1.0,1.0,1.0
356.751757868677,1.0,1.0,1.0
357.2678123633848,1.0,1.0,1.0
357.29094021359674,1.0,1.0,1.0
357.58245107218,1.0,1.0,1.0
358.04889499573454,1.0,1.0,1.0
358.0592579496459,1.0,1.0,1.0
358.15728283046917,1.0,1.0,1.0
358.2912081790168,1.0,1.0,1.0
358.3723044212551,1.0,1.0,1.0
358.4522645851376,1.0,1.0,1.0
358.4543120992936,1.0,1.0,1.0
358.7480441344606,1.0,1.0,1.0
358.92152552470907,1.0,1.0,1.0
359.2114445586292,1.0,1.0,1.0
359.27846084412903,1.0,1.0,1.0
359.28604824200016,1.0,1.0,1.0
359.30522759514446,1.0,1.0,1.0
359.3569957867913,1.0,1.0,1.0
359.6007484622947,1.0,1.0,1.0
359.66255528813423,1.0,1.0,1.0
359.7511462687678,1.0,1.0,1.0
359.99148887785435,1.0,1.0,1.0
360.12727833981575,1.0,1.0,1.0
360.5029778174301,1.0,1.0,1.0
361.7896948423422,1.0,1.0,1.0
362.0743048566289,1.0,1.0,1.0
362.2372191345236,1.0,1.0,1.0
362.8684690357778,1.0,1.0,1.0
362.9961064489268,1.0,1.0,1.0
363.35186218858826,1.0,1.0,1.0
363.48994614513794,1.0,1.0,1.0
364.4745929078059,1.0,1.0,1.0
365.0140378893987,1.0,1.0,1.0
365.1336956936609,1.0,1.0,1.0
365.1853517257617,1.0,1.0,1.0
365.21974154154486,1.0,1.0,1.0
365.3756290788532,1.0,1.0,1.0
365.5779856966357,1.0,1.0,1.0
365.8019897870569,1.0,1.0,1.0
366.2176133995585,1.0,1.0,1.0
366.5316853810056,1.0,1.0,1.0
366.7660078586718,1.0,1.0,1.0
367.2320466231751,1.0,1.0,1.0
367.4249880516695,1.0,1.0,1.0
368.208053566381,1.0,1.0,1.0
368.22371853114254,1.0,1.0,1.0
368.2248895752313,1.0,1.0,1.0
368.368969206403,1.0,1.0,1.0
368.82806220729793,1.0,1.0,1.0
369.1150231466244,1.0,1.0,1.0
369.34359961286737,1.0,1.0,1.0
369.356643308416,1.0,1.0,1.0
369.6904010401223,1.0,1.0,1.0
369.80233040072176,1.0,1.0,1.0
369.8053899645732,1.0,1.0,1.0
369.8704584301355,1.0,1.0,1.0
369.9477533078609,1.0,1.0,1.0
370.01551757107853,1.0,1.0,1.0
370.3889897406424,1.0,1.0,1.0
370.9875798459212,1.0,1.0,1.0
371.049659523375,1.0,1.0,1.0
371.056842573901,1.0,1.0,1.0
371.8485943966298,1.0,1.0,1.0
371.8927472309947,1.0,1.0,1.0
371.9295759407617,1.0,1.0,1.0
372.1136281406396,1.0,1.0,1.0
372.178717812304,1.0,1.0,1.0
372.3089186744106,1.0,1.0,1.0
372.3858230450259,1.0,1.0,1.0
372.5644020729963,1.0,1.0,1.0
372.9490640528544,1.0,1.0,1.0
373.2104924126921,1.0,1.0,1.0
373.2457842411719,1.0,1.0,1.0
373.4715119167204,1.0,1.0,1.0
373.60515144956025,1.0,1.0,1.0
374.11867889543777,1.0,1.0,1.0
374.84078671259897,1.0,1.0,1.0
374.9234995997258,1.0,1.0,1.0
374.9953393077083,1.0,1.0,1.0
375.09688963067066,1.0,1.0,1.0
375.2560924742287,1.0,1.0,1.0
375.3507369863089,1.0,1.0,1.0
375.66622560250454,1.0,1.0,1.0
375.8696040439112,1.0,1.0,1.0
376.0813534988506,1.0,1.0,1.0
376.1291988247075,1.0,1.0,1.0
376.20078356211377,1.0,1.0,1.0
376.27126615775296,1.0,1.0,1.0
376.3151631664181,1.0,1.0,1.0
376.4766644389889,1.0,1.0,1.0
376.8241374332217,1.0,1.0,1.0
377.0132442749378,1.0,1.0,1.0
377.08077379612627,1.0,1.0,1.0
377.6862085097053,1.0,1.0,1.0
377.8051522966738,1.0,1.0,1.0
378.0057245931405,1.0,1.0,1.0
378.1880730316432,1.0,1.0,1.0
378.4194926822528,1.0,1.0,1.0
378.7418266575992,1.0,1.0,1.0
378.7778190885458,1.0,1.0,1.0
379.0715047552058,1.0,1.0,1.0
379.4340628318592,1.0,1.0,1.0
379.4372628330371,1.0,1.0,1.0
379.4846886959095,1.0,1.0,1.0
379.5476910954971,1.0,1.0,1.0
379.58274558208046,1.0,1.0,1.0
379.78741027779535,1.0,1.0,1.0
379.8281266072646,1.0,1.0,1.0
380.39004031485496,1.0,1.0,1.0
380.9197201349328,1.0,1.0,1.0
381.4569994138804,1.0,1.0,1.0
381.5137864616403,1.0,1.0,1.0
381.56992727494145,1.0,1.0,1.0
381.72347801685953,1.0,1.0,1.0
382.4462539066165,1.0,1.0,1.0
382.63643487186386,1.0,1.0,1.0
382.73732934875846,1.0,1.0,1.0
382.7437889393953,1.0,1.0,1.0
382.78358619780494,1.0,1.0,1.0
382.9590073311187,1.0,1.0,1.0
383.476820946618,1.0,1.0,1.0
383.60611048398425,1.0,1.0,1.0
383.6285240930732,1.0,1.0,1.0
383.8377099156488,1.0,1.0,1.0
384.8368089217389,1.0,1.0,1.0
384.8956429075012,1.0,1.0,1.0
385.10800022716785,1.0,1.0,1.0
385.33410956961126,1.0,1.0,1.0
385.4269567377975,1.0,1.0,1.0
385.53087071508133,1.0,1.0,1.0
385.5464602832197,1.0,1.0,1.0
385.5978020885432,1.0,1.0,1.0
386.2019403465314,1.0,1.0,1.0
386.8348091537256,1.0,1.0,1.0
386.89144250925176,1.0,1.0,1.0
386.8954001417381,1.0,1.0,1.0
387.24783094483337,1.0,1.0,1.0
387.6675253077375,1.0,1.0,1.0
387.8002229537713,1.0,1.0,1.0
387.9955794584873,1.0,1.0,1.0
387.9983905093431,1.0,1.0,1.0
388.2243100976516,1.0,1.0,1.0
388.75050716141914,1.0,1.0,1.0
388.8652869667704,1.0,1.0,1.0
388.9748774930616,1.0,1.0,1.0
389.2613418345383,1.0,1.0,1.0
389.3068117883336,1.0,1.0,1.0
389.311207633224,1.0,1.0,1.0
390.3320872513875,1.0,1.0,1.0
390.86052427718687,1.0,1.0,1.0
390.9505847191311,1.0,1.0,1.0
391.0160975236642,1.0,1.0,1.0
391.256315424016,1.0,1.0,1.0
391.4332525705243,1.0,1.0,1.0
391.5960452466324,1.0,1.0,1.0
391.7914847564056,1.0,1.0,1.0
391.9754121134577,1.0,1.0,1.0
392.1071258651232,1.0,1.0,1.0
392.37820317093616,1.0,1.0,1.0
392.721316767634,1.0,1.0,1.0
392.7559005485229,1.0,1.0,1.0
392.8056334772347,1.0,1.0,1.0
392.87111188836576,1.0,1.0,1.0
392.9105161373961,1.0,1.0,1.0
392.9752420274969,1.0,1.0,1.0
393.3513226126458,1.0,1.0,1.0
393.40111688209834,1.0,1.0,1.0
393.4739015022617,1.0,1.0,1.0
394.1537026130928,1.0,1.0,1.0
394.2005862904223,1.0,1.0,1.0
394.520116622396,1.0,1.0,1.0
394.68307427548456,1.0,1.0,1.0
394.9064894672319,1.0,1.0,1.0
395.5199374477388,1.0,1.0,1.0
395.69418176288053,1.0,1.0,1.0
395.7224162236041,1.0,1.0,1.0
397.05301732378433,1.0,1.0,1.0
397.63746912291936,1.0,1.0,1.0
398.15137714288954,1.0,1.0,1.0
398.39944226798167,1.0,1.0,1.0
398.4817334742287,1.0,1.0,1.0
398.6627250058301,1.0,1.0,1.0
398.7033959281764,1.0,1.0,1.0
399.225099159288,1.0,1.0,1.0
399.4261771487578,1.0,1.0,1.0
399.6411557855833,1.0,1.0,1.0
399.7402786972845,1.0,1.0,1.0
399.7610034879417,1.0,1.0,1.0
399.8576692415792,1.0,1.0,1.0
